Timestamp,Side,Base currency traded quantity,Quote currency traded quantity,id
2021-06-22 17:24:54,Sell,439.70297890922,3.8112437871331597,0x89d53cc559c48b18440c572cdc6a746323da1e451ca5b48b1cbe5669ac2f302b-0
2021-06-22 17:17:29,Sell,300.0,2.6011576594812404,0xe20bb38890baa4535eb76486b1ec7f6adc9515fa8cbe17d7ca6d7bc461d7a941-0
2021-06-22 17:16:50,Sell,53.596171920437044,0.4647775582734061,0x9ed0be038ae57e339a7a37c5b4a5b15ef8232a875661f84e6c93343557e47402-1
2021-06-22 17:15:58,Buy,6.31675923450092,724.2676873918814,0xb230eae71197f9c671ce64c35c92770c7c7f170ffc55be2ed54829eef530f502-1
2021-06-22 17:15:19,Buy,12.398340098712069,1422.8873362552886,0xe6ffabca309380992ee8da3d8e1345f67ad04424313f4489885834c53dda3333-0
2021-06-22 17:10:51,Sell,58.99844848242628,0.5107037111951304,0x936f0e84edb3b0b2b4193242ee12bd836cd4735f241cd193d833cc11847b3fea-0
2021-06-22 17:00:09,Sell,10.0,0.08656479052798975,0x020d6f12ddbf2d5b6380656fee082154883b162862eeec48e82e0340eb7a6db2-0
2021-06-22 16:58:03,Sell,46.22157588171952,0.4001257770307709,0xa839c0370b2e0c126926c63058327b5beb713861b01c40ec1aa4e891ca26158a-0
2021-06-22 16:57:28,Sell,17.16742171032519,0.14861706376874304,0xe64d4b13abaf9450113fad269f279ea216390187a32c423730db243694540bb0-0
2021-06-22 16:57:13,Buy,3.8272682854588376,439.53634808766867,0x14653689d4c38272932c7d3a0e34bf241a9de35d75f1bbbcc7496bd8400479a0-0
2021-06-22 16:57:04,Sell,29.976707946785385,0.2594130622704871,0x5bf9bac999a5217c0f06fb2d74b7481de58f5b37587f729cea3d71e95c76c4b2-0
2021-06-22 16:56:47,Buy,2.89202089343627,332.2312713050779,0xa1d99435159dbad024923964fe0087013874574dd2079083125462f99f235518-0
2021-06-22 16:56:47,Buy,17.184477789196805,1976.0938998652455,0x1f38a9c3c1a7b3b5a9763198c0a0990aed6e3c754f899349b8dc16af31a898a4-0
2021-06-22 16:53:02,Buy,7.920968458639523,911.9881560040934,0xc43a1daa3f5df0e80873cf345507bcb7abd5e464a66c69cce22522d27b820bfd-0
2021-06-22 16:50:59,Buy,20.046193934880044,2311.2414376101756,0xcc44346509fae8978592093292438b885e9235fe5f5215dedf336e4c95189848-0
2021-06-22 16:40:21,Buy,8.987462474852139,1037.708586656019,0x2dcbcdf7a288d634608c7737b06e83e7640263c9fc81d718182bc850f22f6299-0
2021-06-22 16:38:43,Sell,40.51301002043844,0.3486267427783627,0xe576184d286a18c8193a91039c76fad2577759e4e31d4f027ed8711e2f777ae8-0
2021-06-22 16:35:35,Sell,159.08050982755393,1.3690531916541704,0xd859b37d72f449c30a401c56894cd91610006e78b1ef8e00abdd52ce532fe147-0
2021-06-22 16:33:30,Sell,8.02994985,0.06911100754282469,0x9403c8ddcec1a2925d0693e52c4a52c1ab9a97b530c537b5d5b005bf4796ba0a-0
2021-06-22 16:23:46,Sell,70.74726016532276,0.6089178276986218,0xd655a1e18631ab5d1ff0c089c79621eecb4487cdf42a43905490258db284ff0a-0
2021-06-22 16:23:24,Buy,2.595400811676394,299.770272472813,0xfc8e3526e9d0ea14fdc8972425b109330db83ae410fcbfa409db905a00d8cba1-1
2021-06-22 16:20:49,Sell,10.0,0.0860502637865928,0xb4ec6d449f68cc7fca24bdbf9a4aef8da2d93969b57d035bfb11c3a47697c0ca-0
2021-06-22 16:20:21,Buy,16.959313246761887,1960.6980386538805,0x7314c2033c190f0ad64b61a90e970f79a33a910ca484c1d1ee5f285be6792406-0
2021-06-22 16:18:37,Sell,59.522605594103766,0.5113470753907975,0xdfbcdd920a372b21192bf72278304830ec3df06256094561a6d94546de04d389-3
2021-06-22 16:16:41,Sell,66.6300350990889,0.572436519737636,0x526715d79d235c69589a91b5fbb5fef77b333a46c3f6456a2369887980f491ed-3
2021-06-22 16:16:16,Buy,12.067435923092518,1397.0,0x18ec4f2d85b8d29b28f2ad8c050ad2684a085a37d98a5c212739db9d91584972-0
2021-06-22 16:05:41,Buy,17.1,1982.4727614638052,0xce80b9f77a759cdffbe4872a10ba256f922e694a41dea0921d83dc716ba34609-0
2021-06-22 16:04:09,Buy,7.3,847.3455737005346,0xf8a5054e560d2edc8a7039677bf9b0400e9a2a6a6c2ae97b1dc8589c97a659cd-0
2021-06-22 16:01:00,Buy,22.899222887264614,2663.224377753108,0x5288ca4d96525cf073166b8dbb9a1d121af4ae0068beb8e3ce3cf426988f71d0-0
2021-06-22 16:01:00,Buy,4.532730423844693,526.4451934644386,0x0b0b0ba769da19a7f264e82d50d38649819475011fc6d0c30b8e93e63ac61713-0
2021-06-22 15:55:52,Sell,12.197879259924724,0.1041346950916355,0x45f98a3339c787822ed8ea9c78ef45378019e228accae74a2df9c616aab85fca-0
2021-06-22 15:53:21,Sell,147.72478550987026,1.2612296471071671,0x83474107bfd3beab8998ba767ff5426b46aa37b108b21a24958d70f1d349a4b2-0
2021-06-22 15:53:08,Sell,105.31380875359851,0.8992346245151979,0x46bc978249e04f8604150117e7a823834c33b9e4639f7a29d832d7d305487537-0
2021-06-22 15:52:37,Sell,9203.970320697461,78.0989727301183,0x2a27a61cc7d2e8c1d86878e9159f392df63bff165154f564ac81aee9f8fffc05-0
2021-06-22 15:52:37,Buy,102.30920303259317,11970.753433831242,0x1cf9734e6bf863d61de3f011111c2e296f93506bfcbabfeeec30ee1d9bd507a8-0
